source,target,value
Phosphatidylc,Total_PL,0.3
SFA,Total_PL,0.3
IDL_L,Total_PL,0.3
IDL_PL,Total_PL,0.3
M_HDL_CE_pct,Total_PL,0.3
S_HDL_PL_pct,Total_PL,0.3
VLDL_C,VLDL_PL,0.3
Total_TG,VLDL_PL,0.3
VLDL_CE,VLDL_PL,0.3
VLDL_FC,VLDL_PL,0.3
VLDL_L,VLDL_PL,0.3
VLDL_P,VLDL_PL,0.3
ApoB,VLDL_PL,0.3
MUFA,VLDL_PL,0.3
XL_VLDL_L,VLDL_PL,0.3
XL_VLDL_PL,VLDL_PL,0.3
XL_VLDL_C,VLDL_PL,0.3
XL_VLDL_FC,VLDL_PL,0.3
L_VLDL_PL,VLDL_PL,0.3
L_VLDL_C,VLDL_PL,0.3
S_VLDL_L,VLDL_PL,0.3
XS_VLDL_PL,VLDL_PL,0.3
XS_VLDL_PL_pct,VLDL_PL,0.3
S_HDL_C_pct,VLDL_PL,0.3
Clinical_LDL_C,LDL_PL,0.3
LDL_C,LDL_PL,0.3
LDL_CE,LDL_PL,0.3
LDL_FC,LDL_PL,0.3
LDL_L,LDL_PL,0.3
ApoB,LDL_PL,0.3
L_LDL_L,LDL_PL,0.3
L_LDL_PL,LDL_PL,0.3
L_LDL_TG,LDL_PL,0.3
M_LDL_L,LDL_PL,0.3
M_LDL_PL,LDL_PL,0.3
M_LDL_C,LDL_PL,0.3
M_LDL_FC,LDL_PL,0.3
S_LDL_L,LDL_PL,0.3
S_LDL_PL,LDL_PL,0.3
S_LDL_C,LDL_PL,0.3
S_LDL_FC,LDL_PL,0.3
S_VLDL_TG_pct,LDL_PL,0.3
IDL_PL_pct,LDL_PL,0.3
Total_PL,HDL_PL,0.3
HDL_FC,HDL_PL,0.3
HDL_L,HDL_PL,0.3
Phosphoglyc,HDL_PL,0.3
Phosphatidylc,HDL_PL,0.3
ApoA1,HDL_PL,0.3
ApoB_by_ApoA1,HDL_PL,0.3
L_HDL_L,HDL_PL,0.3
L_HDL_PL,HDL_PL,0.3
M_HDL_L,HDL_PL,0.3
M_HDL_PL,HDL_PL,0.3
M_HDL_C,HDL_PL,0.3
M_HDL_FC,HDL_PL,0.3
S_HDL_PL_pct,HDL_PL,0.3
Total_C,Total_CE,0.3
Clinical_LDL_C,Total_CE,0.3
LDL_C,Total_CE,0.3
HDL_C,Total_CE,0.3
Total_PL,Total_CE,0.3
Total_FC,Total_CE,0.3
LDL_FC,Total_CE,0.3
Total_L,Total_CE,0.3
Total_P,Total_CE,0.3
Cholines,Total_CE,0.3
Sphingomyelins,Total_CE,0.3
IDL_C,Total_CE,0.3
L_LDL_L,Total_CE,0.3
L_LDL_C,Total_CE,0.3
L_LDL_FC,Total_CE,0.3
S_VLDL_FC_pct,Total_CE,0.3
IDL_TG_pct,Total_CE,0.3
M_HDL_FC_pct,Total_CE,0.3
Remnant_C,VLDL_CE,0.3
VLDL_C,VLDL_CE,0.3
VLDL_PL,VLDL_CE,0.3
VLDL_FC,VLDL_CE,0.3
XL_VLDL_CE,VLDL_CE,0.3
L_VLDL_CE,VLDL_CE,0.3
M_VLDL_C,VLDL_CE,0.3
M_VLDL_CE,VLDL_CE,0.3
S_VLDL_C,VLDL_CE,0.3
S_VLDL_CE,VLDL_CE,0.3
XS_VLDL_L,VLDL_CE,0.3
XS_VLDL_PL,VLDL_CE,0.3
XS_VLDL_C,VLDL_CE,0.3
XS_VLDL_CE,VLDL_CE,0.3
XS_VLDL_FC,VLDL_CE,0.3
S_VLDL_CE_pct,VLDL_CE,0.3
IDL_PL_pct,VLDL_CE,0.3
L_LDL_PL_pct,VLDL_CE,0.3
S_LDL_PL_pct,VLDL_CE,0.3
non_HDL_C,LDL_CE,0.3
LDL_C,LDL_CE,0.3
LDL_PL,LDL_CE,0.3
Total_L,LDL_CE,0.3
LDL_L,LDL_CE,0.3
VLDL_size,LDL_CE,0.3
L_LDL_L,LDL_CE,0.3
L_LDL_C,LDL_CE,0.3
L_LDL_CE,LDL_CE,0.3
M_LDL_L,LDL_CE,0.3
M_LDL_PL,LDL_CE,0.3
M_LDL_C,LDL_CE,0.3
M_LDL_CE,LDL_CE,0.3
S_LDL_L,LDL_CE,0.3
L_LDL_PL_pct,LDL_CE,0.3
L_LDL_CE_pct,LDL_CE,0.3
HDL_C,HDL_CE,0.3
HDL_L,HDL_CE,0.3
Total_P,HDL_CE,0.3
HDL_P,HDL_CE,0.3
ApoA1,HDL_CE,0.3
L_HDL_P,HDL_CE,0.3
L_HDL_C,HDL_CE,0.3
L_HDL_CE,HDL_CE,0.3
M_HDL_C,HDL_CE,0.3
M_HDL_CE,HDL_CE,0.3
M_HDL_PL_pct,HDL_CE,0.3
M_HDL_C_pct,HDL_CE,0.3
M_HDL_TG_pct,HDL_CE,0.3
S_HDL_C_pct,HDL_CE,0.3
S_HDL_TG_pct,HDL_CE,0.3
Total_C,Total_FC,0.3
non_HDL_C,Total_FC,0.3
Remnant_C,Total_FC,0.3
Total_PL,Total_FC,0.3
Total_CE,Total_FC,0.3
Total_L,Total_FC,0.3
LDL_P,Total_FC,0.3
Cholines,Total_FC,0.3
Sphingomyelins,Total_FC,0.3
ApoB,Total_FC,0.3
M_VLDL_PL,Total_FC,0.3
M_VLDL_C,Total_FC,0.3
M_VLDL_CE,Total_FC,0.3
M_VLDL_FC,Total_FC,0.3
IDL_PL,Total_FC,0.3
IDL_FC,Total_FC,0.3
L_LDL_PL,Total_FC,0.3
XL_HDL_L,Total_FC,0.3
XL_HDL_C,Total_FC,0.3
XL_HDL_CE,Total_FC,0.3
Remnant_C,VLDL_FC,0.3
VLDL_C,VLDL_FC,0.3
VLDL_PL,VLDL_FC,0.3
VLDL_CE,VLDL_FC,0.3
VLDL_L,VLDL_FC,0.3
VLDL_P,VLDL_FC,0.3
XXL_VLDL_FC,VLDL_FC,0.3
XL_VLDL_PL,VLDL_FC,0.3
XL_VLDL_C,VLDL_FC,0.3
XL_VLDL_FC,VLDL_FC,0.3
L_VLDL_C,VLDL_FC,0.3
M_VLDL_PL,VLDL_FC,0.3
M_VLDL_FC,VLDL_FC,0.3
Clinical_LDL_C,LDL_FC,0.3
LDL_C,LDL_FC,0.3
LDL_PL,LDL_FC,0.3
Total_CE,LDL_FC,0.3
Sphingomyelins,LDL_FC,0.3
L_VLDL_CE,LDL_FC,0.3
IDL_FC,LDL_FC,0.3
L_LDL_L,LDL_FC,0.3
L_LDL_PL,LDL_FC,0.3
L_LDL_C,LDL_FC,0.3
L_LDL_CE,LDL_FC,0.3
L_LDL_FC,LDL_FC,0.3
M_LDL_FC,LDL_FC,0.3
S_LDL_FC,LDL_FC,0.3
IDL_TG_pct,LDL_FC,0.3
S_LDL_TG_pct,LDL_FC,0.3
S_HDL_C_pct,LDL_FC,0.3
HDL_C,HDL_FC,0.3
Total_PL,HDL_FC,0.3
HDL_PL,HDL_FC,0.3
HDL_L,HDL_FC,0.3
Total_P,HDL_FC,0.3
Cholines,HDL_FC,0.3
Sphingomyelins,HDL_FC,0.3
ApoA1,HDL_FC,0.3
L_VLDL_C,HDL_FC,0.3
XL_HDL_P,HDL_FC,0.3
L_HDL_P,HDL_FC,0.3
L_HDL_L,HDL_FC,0.3
L_HDL_PL,HDL_FC,0.3
L_HDL_FC,HDL_FC,0.3
M_HDL_FC,HDL_FC,0.3
S_HDL_FC_pct,HDL_FC,0.3
Total_C,Total_L,0.3
non_HDL_C,Total_L,0.3
Remnant_C,Total_L,0.3
Total_TG,Total_L,0.3
VLDL_TG,Total_L,0.3
Total_PL,Total_L,0.3
Total_CE,Total_L,0.3
LDL_CE,Total_L,0.3
Total_FC,Total_L,0.3
VLDL_L,Total_L,0.3
Cholines,Total_L,0.3
Total_FA,Total_L,0.3
SFA,Total_L,0.3
LA,Total_L,0.3
M_VLDL_L,Total_L,0.3
IDL_PL_pct,Total_L,0.3
L_LDL_PL_pct,Total_L,0.3
Remnant_C,VLDL_L,0.3
VLDL_C,VLDL_L,0.3
Total_TG,VLDL_L,0.3
VLDL_TG,VLDL_L,0.3
VLDL_PL,VLDL_L,0.3
VLDL_FC,VLDL_L,0.3
Total_L,VLDL_L,0.3
VLDL_size,VLDL_L,0.3
TG_by_PG,VLDL_L,0.3
M_VLDL_L,VLDL_L,0.3
M_LDL_CE_pct,VLDL_L,0.3
M_LDL_FC_pct,VLDL_L,0.3
S_LDL_TG_pct,VLDL_L,0.3
S_HDL_C_pct,VLDL_L,0.3
S_HDL_TG_pct,VLDL_L,0.3
non_HDL_C,LDL_L,0.3
Clinical_LDL_C,LDL_L,0.3
LDL_C,LDL_L,0.3
LDL_TG,LDL_L,0.3
LDL_PL,LDL_L,0.3
LDL_CE,LDL_L,0.3
L_LDL_L,LDL_L,0.3
L_LDL_C,LDL_L,0.3
L_LDL_CE,LDL_L,0.3
L_LDL_TG,LDL_L,0.3
M_LDL_L,LDL_L,0.3
M_LDL_PL,LDL_L,0.3
S_LDL_L,LDL_L,0.3
S_HDL_FC,LDL_L,0.3
S_HDL_PL_pct,LDL_L,0.3
HDL_C,HDL_L,0.3
Total_PL,HDL_L,0.3
HDL_PL,HDL_L,0.3
HDL_CE,HDL_L,0.3
HDL_FC,HDL_L,0.3
HDL_size,HDL_L,0.3
Phosphoglyc,HDL_L,0.3
Cholines,HDL_L,0.3
Phosphatidylc,HDL_L,0.3
ApoA1,HDL_L,0.3
ApoB_by_ApoA1,HDL_L,0.3
L_HDL_L,HDL_L,0.3
L_HDL_PL,HDL_L,0.3
M_HDL_L,HDL_L,0.3
M_HDL_PL,HDL_L,0.3
M_HDL_C,HDL_L,0.3
M_HDL_FC_pct,HDL_L,0.3
Total_C,Total_P,0.3
HDL_C,Total_P,0.3
Total_PL,Total_P,0.3
Total_CE,Total_P,0.3
HDL_CE,Total_P,0.3
HDL_FC,Total_P,0.3
HDL_P,Total_P,0.3
Cholines,Total_P,0.3
Sphingomyelins,Total_P,0.3
ApoA1,Total_P,0.3
Omega_6,Total_P,0.3
M_VLDL_P,Total_P,0.3
M_HDL_P,Total_P,0.3
M_HDL_CE,Total_P,0.3
M_HDL_FC,Total_P,0.3
S_HDL_P,Total_P,0.3
S_HDL_C,Total_P,0.3
S_HDL_CE,Total_P,0.3
S_HDL_FC,Total_P,0.3
VLDL_PL,VLDL_P,0.3
VLDL_FC,VLDL_P,0.3
L_VLDL_P,VLDL_P,0.3
L_VLDL_PL,VLDL_P,0.3
L_VLDL_C,VLDL_P,0.3
L_VLDL_CE,VLDL_P,0.3
M_VLDL_P,VLDL_P,0.3
M_VLDL_PL,VLDL_P,0.3
M_VLDL_FC,VLDL_P,0.3
S_VLDL_P,VLDL_P,0.3
S_VLDL_L,VLDL_P,0.3
S_VLDL_PL,VLDL_P,0.3
S_VLDL_CE,VLDL_P,0.3
XS_VLDL_P,VLDL_P,0.3
XS_VLDL_PL,VLDL_P,0.3
XS_VLDL_FC,VLDL_P,0.3
XS_VLDL_TG,VLDL_P,0.3
S_LDL_P,VLDL_P,0.3
XL_HDL_TG,VLDL_P,0.3
Total_FC,LDL_P,0.3
ApoB,LDL_P,0.3
ApoB_by_ApoA1,LDL_P,0.3
M_VLDL_P,LDL_P,0.3
M_VLDL_CE,LDL_P,0.3
S_VLDL_PL,LDL_P,0.3
S_VLDL_FC,LDL_P,0.3
L_LDL_P,LDL_P,0.3
L_LDL_PL,LDL_P,0.3
M_LDL_P,LDL_P,0.3
M_LDL_FC,LDL_P,0.3
S_LDL_P,LDL_P,0.3
S_LDL_PL,LDL_P,0.3
S_LDL_C,LDL_P,0.3
S_LDL_CE,LDL_P,0.3
S_LDL_FC,LDL_P,0.3
IDL_PL_pct,LDL_P,0.3
HDL_C,HDL_P,0.3
HDL_CE,HDL_P,0.3
Total_P,HDL_P,0.3
ApoA1,HDL_P,0.3
L_HDL_P,HDL_P,0.3
M_HDL_P,HDL_P,0.3
M_HDL_C,HDL_P,0.3
M_HDL_CE,HDL_P,0.3
M_HDL_FC,HDL_P,0.3
S_HDL_P,HDL_P,0.3
S_HDL_C,HDL_P,0.3
S_HDL_CE,HDL_P,0.3
S_HDL_FC,HDL_P,0.3
S_VLDL_CE_pct,HDL_P,0.3
VLDL_TG,VLDL_size,0.3
LDL_CE,VLDL_size,0.3
VLDL_L,VLDL_size,0.3
TG_by_PG,VLDL_size,0.3
LA,VLDL_size,0.3
MUFA_pct,VLDL_size,0.3
XXL_VLDL_L,VLDL_size,0.3
XL_VLDL_L,VLDL_size,0.3
L_VLDL_L,VLDL_size,0.3
XS_VLDL_P,VLDL_size,0.3
XS_VLDL_PL,VLDL_size,0.3
XS_VLDL_FC,VLDL_size,0.3
XS_VLDL_TG,VLDL_size,0.3
IDL_TG,VLDL_size,0.3
L_LDL_TG,VLDL_size,0.3
L_HDL_TG,VLDL_size,0.3
XXL_VLDL_FC_pct,VLDL_size,0.3
XL_VLDL_PL_pct,VLDL_size,0.3
XL_VLDL_CE_pct,VLDL_size,0.3
L_VLDL_CE_pct,VLDL_size,0.3
L_VLDL_FC_pct,VLDL_size,0.3
M_VLDL_C_pct,VLDL_size,0.3
IDL_PL_pct,VLDL_size,0.3
L_LDL_CE_pct,VLDL_size,0.3
M_LDL_CE_pct,VLDL_size,0.3
M_LDL_FC_pct,VLDL_size,0.3
S_LDL_PL_pct,VLDL_size,0.3
XS_VLDL_P,LDL_size,0.3
XS_VLDL_PL,LDL_size,0.3
IDL_P,LDL_size,0.3
L_LDL_P,LDL_size,0.3
M_LDL_P,LDL_size,0.3
S_LDL_P,LDL_size,0.3
M_VLDL_CE_pct,LDL_size,0.3
XS_VLDL_PL_pct,LDL_size,0.3
L_LDL_PL_pct,LDL_size,0.3
HDL_L,HDL_size,0.3
XXL_VLDL_FC,HDL_size,0.3
M_LDL_L,HDL_size,0.3
M_LDL_PL,HDL_size,0.3
M_LDL_C,HDL_size,0.3
XL_HDL_L,HDL_size,0.3
XL_HDL_PL,HDL_size,0.3
L_HDL_L,HDL_size,0.3
L_HDL_PL,HDL_size,0.3
L_HDL_C,HDL_size,0.3
L_HDL_CE,HDL_size,0.3
L_HDL_TG,HDL_size,0.3
S_HDL_P,HDL_size,0.3
S_HDL_L,HDL_size,0.3
S_HDL_PL,HDL_size,0.3
S_HDL_C,HDL_size,0.3
S_HDL_CE,HDL_size,0.3
M_VLDL_TG_pct,HDL_size,0.3
XL_HDL_FC_pct,HDL_size,0.3
M_HDL_FC_pct,HDL_size,0.3
S_HDL_PL_pct,HDL_size,0.3
Total_PL,Phosphoglyc,0.3
HDL_PL,Phosphoglyc,0.3
HDL_L,Phosphoglyc,0.3
TG_by_PG,Phosphoglyc,0.3
Cholines,Phosphoglyc,0.3
Phosphatidylc,Phosphoglyc,0.3
Total_FA,Phosphoglyc,0.3
PUFA,Phosphoglyc,0.3
MUFA,Phosphoglyc,0.3
SFA,Phosphoglyc,0.3
DHA,Phosphoglyc,0.3
IDL_FC,Phosphoglyc,0.3
M_HDL_L,Phosphoglyc,0.3
M_HDL_PL,Phosphoglyc,0.3
M_HDL_TG,Phosphoglyc,0.3
S_HDL_L,Phosphoglyc,0.3
S_HDL_PL,Phosphoglyc,0.3
S_HDL_CE_pct,Phosphoglyc,0.3
Total_TG,TG_by_PG,0.3
VLDL_TG,TG_by_PG,0.3
VLDL_L,TG_by_PG,0.3
VLDL_size,TG_by_PG,0.3
Phosphoglyc,TG_by_PG,0.3
Cholines,TG_by_PG,0.3
Unsaturation,TG_by_PG,0.3
Omega_6_pct,TG_by_PG,0.3
XL_VLDL_L,TG_by_PG,0.3
L_VLDL_L,TG_by_PG,0.3
L_VLDL_PL,TG_by_PG,0.3
IDL_PL,TG_by_PG,0.3
M_HDL_L,TG_by_PG,0.3
M_HDL_C,TG_by_PG,0.3
M_HDL_CE,TG_by_PG,0.3
S_HDL_C,TG_by_PG,0.3
XS_VLDL_CE_pct,TG_by_PG,0.3
S_LDL_C_pct,TG_by_PG,0.3
S_LDL_TG_pct,TG_by_PG,0.3
L_HDL_TG_pct,TG_by_PG,0.3
M_HDL_FC_pct,TG_by_PG,0.3
S_HDL_TG_pct,TG_by_PG,0.3
Total_C,Cholines,0.3
Total_PL,Cholines,0.3
Total_CE,Cholines,0.3
Total_FC,Cholines,0.3
HDL_FC,Cholines,0.3
Total_L,Cholines,0.3
HDL_L,Cholines,0.3
Total_P,Cholines,0.3
Phosphoglyc,Cholines,0.3
TG_by_PG,Cholines,0.3
Phosphatidylc,Cholines,0.3
Sphingomyelins,Cholines,0.3
ApoA1,Cholines,0.3
Omega_6,Cholines,0.3
MUFA,Cholines,0.3
Total_PL,Phosphatidylc,0.3
HDL_PL,Phosphatidylc,0.3
HDL_L,Phosphatidylc,0.3
Phosphoglyc,Phosphatidylc,0.3
Cholines,Phosphatidylc,0.3
LA,Phosphatidylc,0.3
GlycA,Phosphatidylc,0.3
XS_VLDL_L,Phosphatidylc,0.3
IDL_CE,Phosphatidylc,0.3
M_HDL_FC,Phosphatidylc,0.3
S_HDL_PL,Phosphatidylc,0.3
S_HDL_FC,Phosphatidylc,0.3
IDL_FC_pct,Phosphatidylc,0.3
M_HDL_FC_pct,Phosphatidylc,0.3
S_HDL_PL_pct,Phosphatidylc,0.3
S_HDL_CE_pct,Phosphatidylc,0.3
Total_C,Sphingomyelins,0.3
Total_CE,Sphingomyelins,0.3
Total_FC,Sphingomyelins,0.3
LDL_FC,Sphingomyelins,0.3
HDL_FC,Sphingomyelins,0.3
Total_P,Sphingomyelins,0.3
Cholines,Sphingomyelins,0.3
DHA,Sphingomyelins,0.3
Omega_3_pct,Sphingomyelins,0.3
LA_pct,Sphingomyelins,0.3
GlycA,Sphingomyelins,0.3
XXL_VLDL_TG,Sphingomyelins,0.3
IDL_PL,Sphingomyelins,0.3
IDL_FC,Sphingomyelins,0.3
L_LDL_FC,Sphingomyelins,0.3
XL_HDL_C,Sphingomyelins,0.3
XL_HDL_CE,Sphingomyelins,0.3
S_HDL_FC,Sphingomyelins,0.3
S_HDL_C_pct,Sphingomyelins,0.3
S_HDL_FC_pct,Sphingomyelins,0.3
non_HDL_C,ApoB,0.3
Remnant_C,ApoB,0.3
VLDL_C,ApoB,0.3
VLDL_PL,ApoB,0.3
LDL_PL,ApoB,0.3
Total_FC,ApoB,0.3
LDL_P,ApoB,0.3
ApoB_by_ApoA1,ApoB,0.3
M_VLDL_L,ApoB,0.3
M_VLDL_PL,ApoB,0.3
M_VLDL_C,ApoB,0.3
S_VLDL_PL,ApoB,0.3
S_VLDL_C,ApoB,0.3
IDL_P,ApoB,0.3
IDL_PL,ApoB,0.3
L_LDL_P,ApoB,0.3
L_LDL_PL,ApoB,0.3
S_LDL_P,ApoB,0.3
S_LDL_L,ApoB,0.3
S_LDL_PL,ApoB,0.3
S_VLDL_TG_pct,ApoB,0.3
HDL_C,ApoA1,0.3
HDL_PL,ApoA1,0.3
HDL_CE,ApoA1,0.3
HDL_FC,ApoA1,0.3
HDL_L,ApoA1,0.3
Total_P,ApoA1,0.3
HDL_P,ApoA1,0.3
Cholines,ApoA1,0.3
ApoB_by_ApoA1,ApoA1,0.3
L_HDL_TG,ApoA1,0.3
M_HDL_P,ApoA1,0.3
M_HDL_L,ApoA1,0.3
M_HDL_C,ApoA1,0.3
M_HDL_CE,ApoA1,0.3
M_HDL_FC,ApoA1,0.3
S_HDL_FC,ApoA1,0.3
S_LDL_PL_pct,ApoA1,0.3
non_HDL_C,ApoB_by_ApoA1,0.3
VLDL_C,ApoB_by_ApoA1,0.3
Clinical_LDL_C,ApoB_by_ApoA1,0.3
HDL_PL,ApoB_by_ApoA1,0.3
HDL_L,ApoB_by_ApoA1,0.3
LDL_P,ApoB_by_ApoA1,0.3
ApoB,ApoB_by_ApoA1,0.3
ApoA1,ApoB_by_ApoA1,0.3
M_VLDL_C,ApoB_by_ApoA1,0.3
S_VLDL_C,ApoB_by_ApoA1,0.3
IDL_P,ApoB_by_ApoA1,0.3
L_LDL_P,ApoB_by_ApoA1,0.3
S_LDL_L,ApoB_by_ApoA1,0.3
S_LDL_PL,ApoB_by_ApoA1,0.3
M_HDL_L,ApoB_by_ApoA1,0.3
M_HDL_PL,ApoB_by_ApoA1,0.3
M_HDL_C,ApoB_by_ApoA1,0.3
M_HDL_CE,ApoB_by_ApoA1,0.3
M_HDL_CE_pct,ApoB_by_ApoA1,0.3
Total_TG,Total_FA,0.3
Total_L,Total_FA,0.3
Phosphoglyc,Total_FA,0.3
Omega_3,Total_FA,0.3
Omega_6,Total_FA,0.3
PUFA,Total_FA,0.3
MUFA,Total_FA,0.3
SFA,Total_FA,0.3
LA,Total_FA,0.3
LA_pct,Total_FA,0.3
XXL_VLDL_L,Total_FA,0.3
S_LDL_TG_pct,Total_FA,0.3
TG_by_PG,Unsaturation,0.3
Omega_3,Unsaturation,0.3
PUFA,Unsaturation,0.3
Omega_3_pct,Unsaturation,0.3
PUFA_pct,Unsaturation,0.3
MUFA_pct,Unsaturation,0.3
SFA_pct,Unsaturation,0.3
LA_pct,Unsaturation,0.3
PUFA_by_MUFA,Unsaturation,0.3
XL_HDL_TG,Unsaturation,0.3
S_HDL_FC,Unsaturation,0.3
XXL_VLDL_CE_pct,Unsaturation,0.3
IDL_FC_pct,Unsaturation,0.3
Total_FA,Omega_3,0.3
Unsaturation,Omega_3,0.3
PUFA,Omega_3,0.3
DHA,Omega_3,0.3
Omega_3_pct,Omega_3,0.3
Omega_6_pct,Omega_3,0.3
LA_pct,Omega_3,0.3
Omega_6_by_Omega_3,Omega_3,0.3
S_VLDL_TG,Omega_3,0.3
Total_P,Omega_6,0.3
Cholines,Omega_6,0.3
Total_FA,Omega_6,0.3
PUFA,Omega_6,0.3
LA,Omega_6,0.3
Omega_6_pct,Omega_6,0.3
SFA_pct,Omega_6,0.3
DHA_pct,Omega_6,0.3
GlycA,Omega_6,0.3
S_LDL_CE,Omega_6,0.3
Phosphoglyc,PUFA,0.3
Total_FA,PUFA,0.3
Unsaturation,PUFA,0.3
Omega_3,PUFA,0.3
Omega_6,PUFA,0.3
SFA,PUFA,0.3
LA,PUFA,0.3
DHA,PUFA,0.3
MUFA_pct,PUFA,0.3
SFA_pct,PUFA,0.3
S_LDL_PL,PUFA,0.3
S_VLDL_CE_pct,PUFA,0.3
Total_TG,MUFA,0.3
VLDL_PL,MUFA,0.3
Phosphoglyc,MUFA,0.3
Cholines,MUFA,0.3
Total_FA,MUFA,0.3
LA,MUFA,0.3
Omega_6_pct,MUFA,0.3
PUFA_pct,MUFA,0.3
MUFA_pct,MUFA,0.3
SFA_pct,MUFA,0.3
LA_pct,MUFA,0.3
DHA_pct,MUFA,0.3
PUFA_by_MUFA,MUFA,0.3
GlycA,MUFA,0.3
S_LDL_CE,MUFA,0.3
S_LDL_TG,MUFA,0.3
XS_VLDL_FC_pct,MUFA,0.3
Total_TG,SFA,0.3
LDL_TG,SFA,0.3
Total_PL,SFA,0.3
Total_L,SFA,0.3
Phosphoglyc,SFA,0.3
Total_FA,SFA,0.3
PUFA,SFA,0.3
Omega_6_pct,SFA,0.3
PUFA_pct,SFA,0.3
SFA_pct,SFA,0.3
LA_pct,SFA,0.3
DHA_pct,SFA,0.3
XXL_VLDL_L,SFA,0.3
XXL_VLDL_TG,SFA,0.3
S_HDL_L,SFA,0.3
M_HDL_CE_pct,SFA,0.3
Total_L,LA,0.3
VLDL_size,LA,0.3
Phosphatidylc,LA,0.3
Total_FA,LA,0.3
Omega_6,LA,0.3
PUFA,LA,0.3
MUFA,LA,0.3
Omega_3_pct,LA,0.3
LA_pct,LA,0.3
XXL_VLDL_FC,LA,0.3
M_VLDL_L,LA,0.3
XL_HDL_P,LA,0.3
S_LDL_TG_pct,LA,0.3
Phosphoglyc,DHA,0.3
Sphingomyelins,DHA,0.3
Omega_3,DHA,0.3
PUFA,DHA,0.3
DHA_pct,DHA,0.3
S_HDL_FC,DHA,0.3
Sphingomyelins,Omega_3_pct,0.3
Unsaturation,Omega_3_pct,0.3
Omega_3,Omega_3_pct,0.3
LA,Omega_3_pct,0.3
PUFA_pct,Omega_3_pct,0.3
DHA_pct,Omega_3_pct,0.3
PUFA_by_MUFA,Omega_3_pct,0.3
Omega_6_by_Omega_3,Omega_3_pct,0.3
TG_by_PG,Omega_6_pct,0.3
Omega_3,Omega_6_pct,0.3
Omega_6,Omega_6_pct,0.3
MUFA,Omega_6_pct,0.3
SFA,Omega_6_pct,0.3
PUFA_pct,Omega_6_pct,0.3
SFA_pct,Omega_6_pct,0.3
LA_pct,Omega_6_pct,0.3
PUFA_by_MUFA,Omega_6_pct,0.3
Omega_6_by_Omega_3,Omega_6_pct,0.3
XL_VLDL_TG,Omega_6_pct,0.3
Unsaturation,PUFA_pct,0.3
MUFA,PUFA_pct,0.3
SFA,PUFA_pct,0.3
Omega_3_pct,PUFA_pct,0.3
Omega_6_pct,PUFA_pct,0.3
SFA_pct,PUFA_pct,0.3
LA_pct,PUFA_pct,0.3
DHA_pct,PUFA_pct,0.3
PUFA_by_MUFA,PUFA_pct,0.3
XXL_VLDL_TG,PUFA_pct,0.3
L_VLDL_CE,PUFA_pct,0.3
VLDL_size,MUFA_pct,0.3
Unsaturation,MUFA_pct,0.3
PUFA,MUFA_pct,0.3
MUFA,MUFA_pct,0.3
SFA_pct,MUFA_pct,0.3
PUFA_by_MUFA,MUFA_pct,0.3
XXL_VLDL_P,MUFA_pct,0.3
M_LDL_P,MUFA_pct,0.3
L_HDL_TG,MUFA_pct,0.3
S_HDL_FC,MUFA_pct,0.3
XS_VLDL_TG_pct,MUFA_pct,0.3
Unsaturation,SFA_pct,0.3
Omega_6,SFA_pct,0.3
PUFA,SFA_pct,0.3
MUFA,SFA_pct,0.3
SFA,SFA_pct,0.3
Omega_6_pct,SFA_pct,0.3
PUFA_pct,SFA_pct,0.3
MUFA_pct,SFA_pct,0.3
LA_pct,SFA_pct,0.3
XL_VLDL_TG,SFA_pct,0.3
L_VLDL_CE,SFA_pct,0.3
XS_VLDL_P,SFA_pct,0.3
XS_VLDL_FC_pct,SFA_pct,0.3
Sphingomyelins,LA_pct,0.3
Total_FA,LA_pct,0.3
Unsaturation,LA_pct,0.3
Omega_3,LA_pct,0.3
MUFA,LA_pct,0.3
SFA,LA_pct,0.3
LA,LA_pct,0.3
Omega_6_pct,LA_pct,0.3
PUFA_pct,LA_pct,0.3
SFA_pct,LA_pct,0.3
PUFA_by_MUFA,LA_pct,0.3
Omega_6_by_Omega_3,LA_pct,0.3
M_VLDL_CE,LA_pct,0.3
M_HDL_PL,LA_pct,0.3
Omega_6,DHA_pct,0.3
MUFA,DHA_pct,0.3
SFA,DHA_pct,0.3
DHA,DHA_pct,0.3
Omega_3_pct,DHA_pct,0.3
PUFA_pct,DHA_pct,0.3
XXL_VLDL_L,DHA_pct,0.3
Unsaturation,PUFA_by_MUFA,0.3
MUFA,PUFA_by_MUFA,0.3
Omega_3_pct,PUFA_by_MUFA,0.3
Omega_6_pct,PUFA_by_MUFA,0.3
PUFA_pct,PUFA_by_MUFA,0.3
MUFA_pct,PUFA_by_MUFA,0.3
LA_pct,PUFA_by_MUFA,0.3
Omega_3,Omega_6_by_Omega_3,0.3
Omega_3_pct,Omega_6_by_Omega_3,0.3
Omega_6_pct,Omega_6_by_Omega_3,0.3
LA_pct,Omega_6_by_Omega_3,0.3
Ile,Total_BCAA,0.3
Leu,Total_BCAA,0.3
Val,Total_BCAA,0.3
Total_BCAA,Ile,0.3
Leu,Ile,0.3
Val,Ile,0.3
Total_BCAA,Leu,0.3
Ile,Leu,0.3
Val,Leu,0.3
Total_BCAA,Val,0.3
Ile,Val,0.3
Leu,Val,0.3
Pyruvate,Lactate,0.3
bOHbutyrate,Lactate,0.3
Acetoacetate,Lactate,0.3
